,country_code,country,type_of_document,date,backend_status,current,version_number,url,comment,annex_type,income_group,region,eu27,ghg_total,ghg_transport,mena,document_path
271,LCA,Saint Lucia,Updated NDC,2021-01-27 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Saint%20Lucia%20First%20NDC%20(Updated%20submission).pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,0.2970787525,0.099287309,0,../data/downloaded_documents/41914d8bb955a5332925e11c9b46f4bb8c30f8e86477211482c516b33e06221f.pdf
272,VCT,Saint Vincent and the Grenadines,1st NDC,2016-06-29 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Saint%20Vincent%20and%20the%20Grenadines_NDC.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,0.1460334287,0.0487655214,0,../data/downloaded_documents/776947a1485ce2094aca412566e26fa1d7041a5952a7e9799fcdfe846f35742b.pdf
273,WSM,Samoa,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Samoa%20INDC_Submission%20to%20UNFCCC.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1391368229,0.07299493502,0,../data/downloaded_documents/2fbc69cb62c3d13a406da5ae9c961e4035daa3e009061d9616caee3850464593.pdf
274,WSM,Samoa,2nd NDC,2021-07-30 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/Samoa's%20Second%20NDC%20for%20UNFCCC%20Submission.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1391368229,0.07299493502,0,../data/downloaded_documents/55ac7e482ac47c16286305e6ad7a873c52a939b878d44da67ec22b20094ff1dd.pdf
275,SMR,San Marino,1st NDC,2018-09-26 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/SAN%20MARINO%20INDC%20EN.pdf,,Non-Annex I,High-income,Europe,0,0,0,0,../data/downloaded_documents/fc66b468a769f3136c9dafdf666c0d2d044ce10aba396e1c11d89b6d1699c76b.pdf
276,STP,Sao Tome and Principe,1st NDC,2016-11-02 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/STP_INDC%20_Ingles_30.09.pdf,,Non-Annex I,Middle-income,Africa,0,0.1590462546,0.0790382762,0,../data/downloaded_documents/52d1796f8611dd3f2064436af8a924e02722899a9658449939ed5e7f33dd1d27.pdf
277,STP,Sao Tome and Principe,Updated NDC,2021-07-30 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Updated_NDC_STP_2021_EN_.pdf,,Non-Annex I,Middle-income,Africa,0,0.1590462546,0.0790382762,0,../data/downloaded_documents/113dc9f4be644feaa733047e950b62b3e890c186f01f130540b3c047a32ff87d.pdf
278,SAU,Saudi Arabia,1st NDC,2016-11-03 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/KSA-INDCs%20English.pdf,,Non-Annex I,High-income,Asia,0,614.6071337,134.0441714,MENA,../data/downloaded_documents/b6aa91c72c17eb85d56c4eb5a53901e355eb1fa67c8861aa660360ad0efee57f.pdf
279,SEN,Senegal,1st NDC,2020-12-29 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/CDNSenegal%20approuv%C3%A9e-pdf-.pdf,,Non-Annex I,Middle-income,Africa,0,9.809019874,3.2055115,0,../data/downloaded_documents/56c24b4fcc861e3e480be1a0163914e916a065f36730c3bdf61f1931681314f7.pdf
280,SEN,Senegal,Updated NDC,2020-12-29 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDNSenegal%20approuv%C3%A9e-pdf-.pdf,,Non-Annex I,Middle-income,Africa,0,9.809019874,3.2055115,0,../data/downloaded_documents/56c24b4fcc861e3e480be1a0163914e916a065f36730c3bdf61f1931681314f7.pdf
281,SRB,Serbia,1st NDC,2017-07-25 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Republic_of_Serbia.pdf,,Non-Annex I,Middle-income,Europe,0,70.68765961,7.991952341,0,../data/downloaded_documents/1ce638e6954e0a23fa28f1c4da1157c8423dfa2f136cb4d8fcaea14a0206199c.pdf
282,SRB,Serbia,Updated NDC,2022-08-24 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-08/NDC%20Final_Serbia%20english.pdf,,Non-Annex I,Middle-income,Europe,0,70.68765961,7.991952341,0,../data/downloaded_documents/ac1a30163b3ca383ab9df7878a060dbe05be35f660a448ed24bd743532d91831.pdf
283,SYC,Seychelles,1st NDC,2016-04-29 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20of%20Seychelles.pdf,,Non-Annex I,High-income,Africa,0,1.050526015,0.524482887,0,../data/downloaded_documents/c3f2bff8db2849501c35f5bd3fb351148f7e8cec5c3cfa409feb67243906cc5e.pdf
284,SYC,Seychelles,Updated NDC,2021-07-30 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Seychelles%20-%20NDC_Jul30th%202021%20_Final.pdf,,Non-Annex I,High-income,Africa,0,1.050526015,0.524482887,0,../data/downloaded_documents/b1c5b1785678db0b50e8dc4cc648162aa3615f9cf8413294df1cfa3f212ac1bb.pdf
285,SLE,Sierra Leone,1st NDC,2016-11-01 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/SIERRA%20LEONE%20INDC.pdf,,Non-Annex I,Low-income,Africa,0,1.400424665,0.62060342,0,../data/downloaded_documents/702e2da50c148e4056adbc74596f421d95a6ba5d75224400e42c84159726caea.pdf
286,SLE,Sierra Leone,Updated NDC,2021-07-31 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/210804%202125%20SL%20NDC%20(1).pdf,,Non-Annex I,Low-income,Africa,0,1.400424665,0.62060342,0,../data/downloaded_documents/937b4ad10b6a740e8510f4a32c04af613809214020fd7abc52000d59dd7e84eb.pdf
287,SGP,Singapore,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Singapore%20INDC.pdf,,Non-Annex I,High-income,Asia,0,53.36540444,6.79867901,0,../data/downloaded_documents/5265f54254d7c7438ac18d3503f9ea0c73206ae16458f984e5f3da191bc1ab0c.pdf
288,SGP,Singapore,Updated NDC,2020-03-31 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Singapore's%20Update%20of%201st%20NDC.pdf,,Non-Annex I,High-income,Asia,0,53.36540444,6.79867901,0,../data/downloaded_documents/b5760f18f2e5f0bc2e09bea57a6ac745bd17b883543964767e25f8c0d2a89691.pdf
289,SGP,Singapore,LTS,2020-03-31 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/SingaporeLongtermlowemissionsdevelopmentstrategy.pdf,,Non-Annex I,High-income,Asia,0,53.36540444,6.79867901,0,../data/downloaded_documents/253b6da0c0b6af4119eb576503a7f6b4dacd940acdb968f679604bced86c625a.pdf
290,SVK,Slovakia,LTS,2020-03-30 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS%20SK%20eng.pdf,,Annex I,High-income,Europe,EU27,35.98505669,6.895307983,0,../data/downloaded_documents/bdab6f44af9e68241d9a45c65fe0670e94249f4d6ad7fcaccb65d0f0939098db.pdf
291,SVN,Slovenia,LTS,2021-08-23 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_SLOVENIA_EN.pdf,,Annex I,High-income,Europe,EU27,15.36523986,5.147879336,0,../data/downloaded_documents/3c36c17256e3d4a483773626964b4a43acf969948049eac2c501923ada438bb7.pdf
292,SLB,Solomon Islands,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/SOLOMON%20ISLANDS%20INDC.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1392808228,0.06898191437,0,../data/downloaded_documents/1dc5fc8a36b959bfbac574122fd08c14c08a154efa22fe13b05b5b5ce170cce2.pdf
293,SLB,Solomon Islands,Updated NDC,2021-07-19 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC%20Report%202021%20Final%20Solomon%20Islands%20(1).pdf,,Non-Annex I,Middle-income,Oceania,0,0.1392808228,0.06898191437,0,../data/downloaded_documents/a5f9fce93b175fa639e8b6dfc6113b820af0225ba942491c9ced860cc95de100.pdf
294,SOM,Somalia,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Somalia%27s%20INDCs.pdf,,Non-Annex I,Low-income,Africa,0,0.9684341091,0.464621267,0,../data/downloaded_documents/99087f1ac55b14e182f0c0e4d5a36c434cbfa669f5a8086117cfa2398d7ee138.pdf
295,SOM,Somalia,Updated NDC,2021-07-31 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Final%20Updated%20NDC%20for%20Somalia%202021.pdf,,Non-Annex I,Low-income,Africa,0,0.9684341091,0.464621267,0,../data/downloaded_documents/ad15d94dfcaeb349fadcaef2295ecd088f9a7538f67b72224fd1c3c1dd643c7f.pdf
296,ZAF,South Africa,LTS,2020-09-23 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/South%20Africa%27s%20Low%20Emission%20Development%20Strategy.pdf,,Non-Annex I,Middle-income,Africa,0,494.8623337,55.79583348,0,../data/downloaded_documents/3897ecc2896ac45485462bd5305dfcc0ae9d66c6daa1d3b26a7101b0ee0bec3a.pdf
297,ZAF,South Africa,1st NDC,2016-11-01 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Africa.pdf,,Non-Annex I,Middle-income,Africa,0,494.8623337,55.79583348,0,../data/downloaded_documents/5b56739e65a15e0d48574ad0d3d68028a57dacda9e3868541a1d2d0f9caf3a06.pdf
298,SSD,South Sudan,2nd NDC,2021-09-21 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Sudan's%20Second%20Nationally%20Determined%20Contribution.pdf,,Non-Annex I,Low-income,Africa,0,0,0,0,../data/downloaded_documents/2dfe6f57f39fe1ad831ba94a3473651304af48ba078e5ab92cb8221d537dd4bb.pdf
299,SSD,South Sudan,1st NDC,2021-02-23 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/South%20Sudan%20Intended%20Nationally%20Determined%20%20%20%20Contribution.pdf,,Non-Annex I,Low-income,Africa,0,0,0,0,../data/downloaded_documents/ee7028a83a195d6d9af4ea2f9a46e6182b804f4fafa2b2e1f1bb72c01f1337bc.pdf
300,ESP,Spain,LTS,2020-10-12 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_Spain_0.pdf,,Annex I,High-income,Europe,EU27,259.3102409,90.46412822,0,../data/downloaded_documents/68bc1af54595a4013bc71c5ac6783da35bd4e6f7d43011b5e39d999a9d70c558.pdf
301,LKA,Sri Lanka,1st NDC,2016-11-06 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/NDCs%20of%20Sri%20Lanka.pdf,,Non-Annex I,Middle-income,Asia,0,27.5662856,11.40426772,0,../data/downloaded_documents/51a78667f95fa98365c9adce2102fcac6fd27a406f747213f7e054027e3a0885.pdf
302,LKA,Sri Lanka,Updated NDC,2021-07-30 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDCs%20of%20Sri%20Lanka-2021.pdf,,Non-Annex I,Middle-income,Asia,0,27.5662856,11.40426772,0,../data/downloaded_documents/ff12860096117d895e07ffe272ea94344f663cdb7d106553be69225c095f4aa6.pdf
303,SDN,Sudan,1st NDC,2017-08-02 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-10/Sudan%20Updated%20First%20NDC-12102021.pdf,,Non-Annex I,Low-income,Africa,0,22.57247572,10.49003841,0,../data/downloaded_documents/a5352b1bee56060fd5e72f1ef5d901ba238533a625301c3827df1ffda9688773.pdf
304,SDN,Sudan,Updated NDC,2021-05-31 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Sudan%20Updated%20First%20NDC-Interim%20Submission.pdf,,Non-Annex I,Low-income,Africa,0,22.57247572,10.49003841,0,../data/downloaded_documents/1cbb8ab22bf1cc74e78cd26ee7817584ab928b65f57651bc956778eca7862041.pdf
305,SUR,Suriname,1st NDC,2019-02-13 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20First%20NDC.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,2.058611175,0.6527221,0,../data/downloaded_documents/347cc0a25f52e03bb6864a194d8ebb4e7d624f7e0d665b09bd1f7005cbe1fe96.pdf
306,SUR,Suriname,2nd NDC,2019-12-09 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/Suriname%20Second%20NDC.pdf,,Non-Annex I,Middle-income,Latin America and the Caribbean,0,2.058611175,0.6527221,0,../data/downloaded_documents/0b16725b14175f4340a4dc02c776ba65b3ca4ad7d7dd4f282e075e89db1afd66.pdf
307,CHE,Switzerland,1st NDC,2017-10-06 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/15%2002%2027_INDC%20Contribution%20of%20Switzerland.pdf,,Annex I,High-income,Europe,0,39.37084926,15.42841446,0,../data/downloaded_documents/3a73d79f6a12163177cbcffb8af76567488e994847dff62cbd1f03be619aece7.pdf
308,CHE,Switzerland,Updated NDC,2020-09-12 00:00:00,,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Switzerland_Full%20NDC%20Communication%202021-2030%20incl%20ICTU.pdf,,Annex I,High-income,Europe,0,39.37084926,15.42841446,0,../data/downloaded_documents/38316e3fabec5967edaa6386efcef86a6d498cd16004469677811e25b0477a28.pdf
309,CHE,Switzerland,Updated NDC,2021-12-17 00:00:00,uploaded,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-06/Swiss%20NDC%202021-2030%20incl%20ICTU_December%202021.pdf,,Annex I,High-income,Europe,0,39.37084926,15.42841446,0,../data/downloaded_documents/74161e9ba8f7029479ca5641615e1da5ef4091a73049ced5c1da694a6e209362.pdf
310,CHE,Switzerland,LTS,2021-01-28 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/LTS1_Switzerland.pdf,,Annex I,High-income,Europe,0,39.37084926,15.42841446,0,../data/downloaded_documents/0a51d4ec79a40761813cb1372c3c7ab9993c1d337ae938136630f9ef7f7ceb20.pdf
311,SYR,Syrian Arab Republic,1st NDC,2018-11-30 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/FirstNDC-Eng-Syrian%20Arab%20Republic.pdf,,Non-Annex I,Low-income,Asia,0,29.16071308,6.54665717,MENA,../data/downloaded_documents/87c3c223accdb0fed38bae71979a28168fe2b49841c77f1cf0b6807e2155c478.pdf
312,SYR,Syrian Arab Republic,Updated NDC,2019-03-13 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/FirstNDC-Eng-Syrian%20Arab%20Republic.pdf,,Non-Annex I,Low-income,Asia,0,29.16071308,6.54665717,MENA,../data/downloaded_documents/87c3c223accdb0fed38bae71979a28168fe2b49841c77f1cf0b6807e2155c478.pdf
313,TJK,Tajikistan,1st NDC,2017-03-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-TJK%20final%20ENG.pdf,,Non-Annex I,Middle-income,Asia,0,8.918523318,2.56632148,0,../data/downloaded_documents/0b99f83ddb587a5f381f4da7d244e84b7b46fa8e283949668837e0cd9c9e6fa9.pdf
314,TJK,Tajikistan,Updated NDC,2021-12-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/NDC_TAJIKISTAN_ENG.pdf,,Non-Annex I,Middle-income,Asia,0,8.918523318,2.56632148,0,../data/downloaded_documents/1dcb12ef1097f04e923b07af88e460ec272623c62acc7176dd725867078f0a40.pdf
315,THA,Thailand,LTS,2021-10-30 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/Thailand_LTS1.pdf,,Non-Annex I,Middle-income,Asia,0,275.0646544,69.3759194,0,../data/downloaded_documents/f0274938443e55b6cc93fa89a98f6559da3abfb81b10296bb1f3882602feafb9.pdf
316,THA,Thailand,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Thailand_INDC.pdf,,Non-Annex I,Middle-income,Asia,0,275.0646544,69.3759194,0,../data/downloaded_documents/3faf6b826c83c4745b81139acfba76f0b2150d70c9918eecb6ab6aedb020223b.pdf
317,THA,Thailand,Updated NDC,2020-11-26 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Thailand%20Updated%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,275.0646544,69.3759194,0,../data/downloaded_documents/fc72e636fd8bd027f410e52f61324033d7db38a4a3b7089be082ac7bcef9b002.pdf
318,MKD,The former Yugoslav Republic of Macedonia,1st NDC,2018-01-09 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Submission_Republic_of_Macedonia_20150805144001_135181.pdf,,,,,,,,,../data/downloaded_documents/afebae670b8912f511ad8b485d507ef89d79426fad93ab4fa9162c70164d68a8.pdf
319,TLS,Timor-Leste,1st NDC,2017-08-16 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Timor-Leste%20First%20NDC.pdf,,Non-Annex I,Middle-income,Asia,0,0.3845373461,0.1367176901,0,../data/downloaded_documents/3c660ca0353c9a105bfb4a3ec8cc62756cea0f6b60066bc91a845e89d138dcc5.pdf
320,TLS,Timor-Leste,Updated NDC,2022-11-08 00:00:00,missing,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-11/Timor_Leste%20Updated%20NDC%202022_2030.pdf,,Non-Annex I,Middle-income,Asia,0,0.3845373461,0.1367176901,0,../data/downloaded_documents/245330d6a2453d07e2eaeeecc47f9b4f2cea9a8a4a7a83fb1b37632d53930bc7.pdf
321,TGO,Togo,1st NDC,2017-06-28 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC%20Togo_english%20version.pdf,,Non-Annex I,Low-income,Africa,0,2.854892675,1.7520853,0,../data/downloaded_documents/caf13dc4c1c2403fd1148e55c05ff32f414101498eb21f3e776254b81380a27c.pdf
322,TGO,Togo,Updated NDC,2021-10-12 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/CDN%20Revis%C3%A9es_Togo_Document%20int%C3%A9rimaire_rv_11%2010%2021.pdf,,Non-Annex I,Low-income,Africa,0,2.854892675,1.7520853,0,../data/downloaded_documents/450a873c004d7f5e4555503f96dcaad98b2ab64c51c2f377d9d929fb46d7e2f6.pdf
323,TON,Tonga,LTS,2021-11-11 00:00:00,uploaded,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/TON_LTS_Nov2021.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1279595434,0.06754571225,0,../data/downloaded_documents/3e2ca5d2cf9409dd25592af702613d659fba32bb2e3896a6143ff2b816414e57.pdf
324,TON,Tonga,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga%20INDC.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1279595434,0.06754571225,0,../data/downloaded_documents/adc0c528475ff428dcdd8b3f99d71d891f8f09231b040972bd12a1751abbcee5.pdf
325,TON,Tonga,NDC reference document,2020-09-12 00:00:00,,,,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga's%20Second%20NDC.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1279595434,0.06754571225,0,../data/downloaded_documents/0381d1eac100eae64187b14f0fc14cce0dd525f0a36ceed103232461967da155.pdf
326,TON,Tonga,2nd NDC,2020-09-12 00:00:00,,x,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/Tonga's%20Second%20NDC.pdf,,Non-Annex I,Middle-income,Oceania,0,0.1279595434,0.06754571225,0,../data/downloaded_documents/0381d1eac100eae64187b14f0fc14cce0dd525f0a36ceed103232461967da155.pdf
327,TTO,Trinidad and Tobago,1st NDC,2018-02-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Trinidad%20and%20Tobago%20Final%20INDC.pdf,,Non-Annex I,High-income,Latin America and the Caribbean,0,32.74377146,2.743691399,0,../data/downloaded_documents/a264c152f5c031a7ce93a09de6adb7d1dbc068bdd60cc8bfd398c7b4c9c3358b.pdf
328,TUN,Tunisia,1st NDC,2017-02-10 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC-Tunisia-English%20Version.pdf,,Non-Annex I,Middle-income,Africa,0,32.07169355,7.27121553,MENA,../data/downloaded_documents/56579faaf6ef3ab95bb7dbb99dba2cae53f7ecf925a533c0d407278f4755daa0.pdf
329,TUN,Tunisia,Updated NDC,2021-10-10 00:00:00,uploaded,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Tunisia%20Update%20NDC-french.pdf,,Non-Annex I,Middle-income,Africa,0,32.07169355,7.27121553,MENA,../data/downloaded_documents/4b04f9410f19c5903f7cdd781b38dca88909ee75e5739896c23ce26933b02192.pdf
330,TUR,Turkey,1st NDC,2015-09-30 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/The_INDC_of_TURKEY_v.15.19.30.pdf,,Annex I,Middle-income,Asia,0,415.7829458,91.0259752,0,../data/downloaded_documents/c0d767eb755c72f63d28c770269bedbcd691e689714638489bb9a6fcde379f96.pdf
331,TKM,Turkmenistan,1st NDC,2016-10-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/INDC_Turkmenistan.pdf,,Non-Annex I,Middle-income,Asia,0,90.52346576,13.60237612,0,../data/downloaded_documents/6361a3776b66a8e61394a5d09a7062199aafde1111999ebff8a04b14a1cae36d.pdf
332,TUV,Tuvalu,1st NDC,2016-04-22 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/TUVALU%20INDC.pdf,,Non-Annex I,Middle-income,Oceania,0,0,0,0,../data/downloaded_documents/1b49930657d4369b48a38e2eb0c36374792bfc1c2d10e7190b8ea60aee90deaa.pdf
333,UGA,Uganda,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20First%20NDC.pdf,,Non-Annex I,Low-income,Africa,0,5.339553174,2.078594328,0,../data/downloaded_documents/39454182df079ff855ef89ec958f7e26331f011123f38d4887be0d19d744e84f.pdf
334,UGA,Uganda,Updated NDC,2021-12-10 00:00:00,uploaded,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Uganda%20interim%20NDC%20submission_.pdf,,Non-Annex I,Low-income,Africa,0,5.339553174,2.078594328,0,../data/downloaded_documents/c796c66ea07d4a7c112562a12bd22131ce4aa568e457953a4d59bd0dd0a148c3.pdf
335,UGA,Uganda,Updated NDC,2022-09-12 00:00:00,uploaded,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-09/Updated%20NDC%20_Uganda_2022%20Final.pdf,,Non-Annex I,Low-income,Africa,0,5.339553174,2.078594328,0,../data/downloaded_documents/e38ca8bb5975c2a265df54ea85814850b5a00d64ba741eeeeef5aa5f1c5ab9bf.pdf
336,UKR,Ukraine,1st NDC,2016-09-19 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20First%20NDC.pdf,,Annex I,Middle-income,Europe,0,196.4010393,24.10861146,0,../data/downloaded_documents/39454182df079ff855ef89ec958f7e26331f011123f38d4887be0d19d744e84f.pdf
337,UKR,Ukraine,LTS,2018-07-30 00:00:00,,x,LTS 1.0,https://unfccc.int/sites/default/files/resource/Ukraine_LEDS_en.pdf,,Annex I,Middle-income,Europe,0,196.4010393,24.10861146,0,../data/downloaded_documents/090ab468b92d704ac43cfb15aec16df7ea2d32c10ae636142b589887b074ab83.pdf
338,UKR,Ukraine,Updated NDC,2021-07-31 00:00:00,,x,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/Ukraine%20NDC_July%2031.pdf,,Annex I,Middle-income,Europe,0,196.4010393,24.10861146,0,../data/downloaded_documents/330af9062b6b0dcf04725210d1ff4d54e5d4d91e7d6a1fef03599d01046e1d9c.pdf
339,ARE,United Arab Emirates,1st NDC,2016-09-21 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/UAE%20INDC%20-%2022%20October.pdf,,Non-Annex I,High-income,Asia,0,222.6124156,39.0642675,MENA,../data/downloaded_documents/7609fb61d9ecb36ba6e9aa6d9915d6f3f614921464af888333d391d61f024499.pdf
340,ARE,United Arab Emirates,2nd NDC,2022-09-14 00:00:00,missing,x,NDC 2.1,https://unfccc.int/sites/default/files/NDC/2022-09/UpdateNDC-EN-2022.pdf,,Non-Annex I,High-income,Asia,0,222.6124156,39.0642675,MENA,../data/downloaded_documents/d9316dc4a4554c4bd13d35ff9bd87e17738e233a85a3546c0f97409571828862.pdf
341,ARE,United Arab Emirates,2nd NDC,2020-12-29 00:00:00,,,NDC 2.0,https://unfccc.int/sites/default/files/NDC/2022-06/UAE%20Second%20NDC%20-%20UNFCCC%20Submission%20-%20English%20-%20FINAL.pdf,,Non-Annex I,High-income,Asia,0,222.6124156,39.0642675,MENA,../data/downloaded_documents/57a830eefe5410b55c1a27bea3a3de265e2bc12c5593337b3361d229d66b9570.pdf
342,GBR,United Kingdom,Archived LTS,2018-04-17 00:00:00,,,LTS 1.0,https://unfccc.int/sites/default/files/resource/clean-growth-strategy-amended-april-2018.pdf,,Annex I,High-income,Europe,0,364.9064947,116.2157033,0,../data/downloaded_documents/6f883b9f25f3dc85dcf2d7cc43b94e191c2958b628c50743beb74312b0c20545.pdf
343,GBR,United Kingdom,LTS,2021-10-19 00:00:00,uploaded,x,LTS 1.1,https://unfccc.int/sites/default/files/resource/UK%20Net%20Zero%20Strategy%20-%20Build%20Back%20Greener.pdf,,Annex I,High-income,Europe,0,364.9064947,116.2157033,0,../data/downloaded_documents/4e54d730b4d6b6faff113fa724901444c15d516770243a3e3c0ab81ce98e6a80.pdf
344,GBR,United Kingdom,Updated NDC,2022-09-22 00:00:00,missing,x,NDC 1.2,https://unfccc.int/sites/default/files/NDC/2022-09/UK%20NDC%20ICTU%202022.pdf,,Annex I,High-income,Europe,0,364.9064947,116.2157033,0,../data/downloaded_documents/2a4aa9f9d81c06ae67ae3d2a220becfc4ac37207eb2d836abd5491374b2cab54.pdf
345,GBR,United Kingdom,Updated NDC,2020-12-12 00:00:00,,,NDC 1.1,https://unfccc.int/sites/default/files/NDC/2022-06/UK%20Nationally%20Determined%20Contribution.pdf,,Annex I,High-income,Europe,0,364.9064947,116.2157033,0,../data/downloaded_documents/a45eb98c8de805c023a3e9691bc638571e6656db79ee6fd841d4f0d0b6324040.pdf
346,TZA,United Republic of Tanzania,1st NDC,2018-05-18 00:00:00,,,NDC 1.0,https://unfccc.int/sites/default/files/NDC/2022-06/The%20United%20Republic%20of%20Tanzania%20First%20NDC.pdf,,Non-Annex I,Middle-income,Africa,0,13.34308773,6.6579534,0,../data/downloaded_documents/03161c86e7df7fa1d388927a392818fadd06b38ba9d58106b6039eafcc3c9098.pdf
